Party,State,Representative,PctPro,year,vote
D,Texas,Green.G,56.25,Pro05,7
D,California,Cardoza,62,Pro06,7
D,Colorado,Salazar.J,71.43,Pro06,7
D,Illinois,Rush,77.08,Pro06,7
D,Pennsylvania,Murtha,64,Pro06,7
D,Texas,Green.G,56.25,Pro06,7
D,Utah,Matheson,56,Pro06,7
D,West.Virginia,Mollohan,57.14,Pro06,7
D,Texas,Ortiz,34,Pro07,7
D,California,Cardoza,62,Anti05,7
D,California,Costa,63.27,Anti05,7
D,California,Baca,73.47,Anti05,7
D,Georgia,Marshall,54,Anti05,7
D,New.York,Towns,76.6,Anti05,7
D,Pennsylvania,Doyle,72,Anti05,7
D,Tennessee,Gordon,72,Anti05,7
D,Texas,Gonzalez,73.47,Anti05,7
D,Alabama,Cramer,46.94,Anti06,7
D,Georgia,Bishop.S,54.17,Anti06,7
D,Georgia,Marshall,54,Anti06,7
D,Mississippi,Taylor.G,62,Anti06,7
D,Tennessee,Davis.L,52,Anti06,7
D,Tennessee,Tanner,56,Anti06,7
D,Texas,Hinojusa,44,Anti06,7
D,Texas,Reyes,52.08,Anti06,7
D,California,Cardoza,62,Anti07,7
D,Florida,Boyd,62,Anti07,7
D,Georgia,Barrow,66,Anti07,7
D,Texas,Cuellar,40,Anti07,7
D,Texas,Green.G,56.25,Anti07,7
D,Louisiana,Melancon,36,Pro05,6
D,Tennessee,Davis.L,52,Pro05,6
D,Texas,Hinojusa,44,Pro05,6
D,Texas,Ortiz,34,Pro05,6
D,Texas,Cuellar,40,Pro05,6
D,Alabama,Davis,64,Pro06,6
D,Georgia,Barrow,66,Pro06,6
D,Iowa,Boswell,63.83,Pro06,6
D,Louisiana,Jefferson,61.22,Pro06,6
D,Mississippi,Thompson.B,74,Pro06,6
D,Missouri,Skelton,60,Pro06,6
D,Pennsylvania,Holden,60,Pro06,6
D,South.Dakota,Herseth,60,Pro06,6
D,Hawaii,Abercrombie,70,Anti05,6
D,Iowa,Boswell,63.83,Anti05,6
D,Maryland,Wynn,86,Anti05,6
D,Pennsylvania,Kanjorski,69.39,Anti05,6
D,Tennessee,Cooper,80,Anti05,6
D,Texas,Jackson-Lee.S,77.55,Anti05,6
D,Alabama,Davis,64,Anti06,6
D,California,Costa,63.27,Anti06,6
D,Georgia,Barrow,66,Anti06,6
D,Iowa,Boswell,63.83,Anti06,6
D,Louisiana,Jefferson,61.22,Anti06,6
D,Mississippi,Thompson.B,74,Anti06,6
D,Missouri,Skelton,60,Anti06,6
D,Pennsylvania,Holden,60,Anti06,6
D,South.Dakota,Herseth,60,Anti06,6
D,Alabama,Cramer,46.94,Anti07,6
D,Arkansas,Berry,50,Anti07,6
D,Colorado,Salazar.J,71.43,Anti07,6
D,Hawaii,Abercrombie,70,Anti07,6
D,Indiana,Carson.J,85.71,Anti07,6
D,Kansas,Boyda,70,Anti07,6
D,Michigan,Stupak,78.57,Anti07,6
D,Missouri,Skelton,60,Anti07,6
D,North.Carolina,Butterfield,78,Anti07,6
D,Pennsylvania,Kanjorski,69.39,Anti07,6
D,Pennsylvania,Holden,60,Anti07,6
D,South.Dakota,Herseth,60,Anti07,6
D,Tennessee,Tanner,56,Anti07,6
D,Texas,Reyes,52.08,Anti07,6
D,Alabama,Cramer,46.94,Pro05,5
D,Oklahoma,Boren,16.33,Pro05,5
D,California,Costa,63.27,Pro06,5
D,Georgia,Marshall,54,Pro06,5
D,Michigan,Stupak,78.57,Pro06,5
D,Mississippi,Taylor.G,62,Pro06,5
D,Tennessee,Davis.L,52,Pro06,5
D,Tennessee,Tanner,56,Pro06,5
D,Texas,Hinojusa,44,Pro06,5
D,Illinois,Rush,77.08,Anti05,5
D,Illinois,Costello,74,Anti05,5
D,Indiana,Visclosky,82,Anti05,5
D,New.York,Meeks.G,82,Anti05,5
D,North.Carolina,McIntyre,71.43,Anti05,5
D,Tennessee,Ford,74.07,Anti05,5
D,California,Cardoza,62,Anti06,5
D,Pennsylvania,Murtha,64,Anti06,5
D,Utah,Matheson,56,Anti06,5
D,California,Costa,63.27,Anti07,5
D,Florida,Mahoney,75,Anti07,5
D,Florida,Klein,75,Anti07,5
D,Georgia,Bishop.S,54.17,Anti07,5
D,Illinois,Costello,74,Anti07,5
D,Indiana,Ellsworth,75,Anti07,5
D,Iowa,Boswell,63.83,Anti07,5
D,Louisiana,Jefferson,61.22,Anti07,5
D,Minnesota,Obserstar,79.17,Anti07,5
D,Missouri,Clay,83.67,Anti07,5
D,Nevada,Berkley,90,Anti07,5
D,New.Jersey,Payne,89.13,Anti07,5
D,North.Carolina,McIntyre,71.43,Anti07,5
D,North.Carolina,Shuler,75,Anti07,5
D,Ohio,Tubbs.Jones.S,82,Anti07,5
D,Pennsylvania,Murtha,64,Anti07,5
D,Tennessee,Davis.L,52,Anti07,5
D,Virginia,Boucher,70.21,Anti07,5
D,West.Virginia,Rahall,82,Anti07,5
D,Alabama,Cramer,46.94,Pro06,4
D,Colorado,Larson.J,92.68,Pro06,4
D,Florida,Boyd,62,Pro06,4
D,Rhode.Island,Kennedy.P,95.24,Pro06,4
D,Texas,Reyes,52.08,Pro06,4
D,Texas,Ortiz,34,Pro06,4
D,Arkansas,Snyder,85.71,Anti05,4
D,Colorado,Salazar.J,71.43,Anti05,4
D,Florida,Boyd,62,Anti05,4
D,Georgia,Barrow,66,Anti05,4
D,Illinois,Bean,82,Anti05,4
D,Kansas,Moore.D,84,Anti05,4
D,Maryland,Ruppersberger,82,Anti05,4
D,Mississippi,Thompson.B,74,Anti05,4
D,Pennsylvania,Brady.R,79.59,Anti05,4
D,Colorado,Salazar.J,71.43,Anti06,4
D,North.Carolina,McIntyre,71.43,Anti06,4
D,North.Dakota,Pomeroy,70,Anti06,4
D,Texas,Green.A,70,Anti06,4
D,Texas,Green.G,56.25,Anti06,4
D,West.Virginia,Mollohan,57.14,Anti06,4
D,Alabama,Davis,64,Anti07,4
D,California,Lantos,89.8,Anti07,4
D,Georgia,Scott.D,70,Anti07,4
D,Illinois,Gutierrez,89.36,Anti07,4
D,Maryland,Ruppersberger,82,Anti07,4
D,Massachusetts,Frank.B,90,Anti07,4
D,Michigan,Kildee,88,Anti07,4
D,Michigan,Kilpatrick,87.76,Anti07,4
D,Mississippi,Taylor.G,62,Anti07,4
D,New.York,Clarke,80,Anti07,4
D,Ohio,Kaptur,88,Anti07,4
D,Ohio,Kucinich,92,Anti07,4
D,Ohio,Ryan.T,86,Anti07,4
D,Pennsylvania,Altmire,80,Anti07,4
D,Pennsylvania,Doyle,72,Anti07,4
D,South.Carolina,Clyburn,85.71,Anti07,4
D,Tennessee,Cooper,80,Anti07,4
D,Tennessee,Gordon,72,Anti07,4
D,Texas,Rodriguez,80,Anti07,4
D,Texas,Johnson.E.B,82,Anti07,4
D,Washington,Larsen.R,84,Anti07,4
D,Arkansas,Berry,50,Pro06,3
D,Arkansas,Ross,48,Pro06,3
D,Georgia,Bishop.S,54.17,Pro06,3
D,California,Richardson,100,Pro07,3
D,Massachusetts,Tsongas,100,Pro07,3
D,Oklahoma,Boren,16.33,Pro07,3
D,Illinois,Lipinski,88,Anti05,3
D,Illinois,Davis.D,89.8,Anti05,3
D,Kentucky,Chandler,92,Anti05,3
D,Maryland,Hoyer,90,Anti05,3
D,Maryland,Cummings,92,Anti05,3
D,Michigan,Stupak,78.57,Anti05,3
D,Ohio,Strickland,85.19,Anti05,3
D,Ohio,Tubbs.Jones.S,82,Anti05,3
D,South.Carolina,Clyburn,85.71,Anti05,3
D,Virginia,Scott.B,90,Anti05,3
D,Washington,Dicks,89.58,Anti05,3
D,West.Virginia,Rahall,82,Anti05,3
D,California,Baca,73.47,Anti06,3
D,Georgia,Scott.D,70,Anti06,3
D,Hawaii,Abercrombie,70,Anti06,3
D,Illinois,Rush,77.08,Anti06,3
D,Illinois,Costello,74,Anti06,3
D,Maine,Michaud,94,Anti06,3
D,Minnesota,Obserstar,79.17,Anti06,3
D,North.Carolina,Butterfield,78,Anti06,3
D,North.Carolina,Etheridge,84,Anti06,3
D,Pennsylvania,Brady.R,79.59,Anti06,3
D,Pennsylvania,Kanjorski,69.39,Anti06,3
D,Pennsylvania,Doyle,72,Anti06,3
D,Tennessee,Gordon,72,Anti06,3
D,Texas,Jackson-Lee.S,77.55,Anti06,3
D,Texas,Gonzalez,73.47,Anti06,3
D,Texas,Johnson.E.B,82,Anti06,3
D,Arkansas,Snyder,85.71,Anti07,3
D,California,Berman,92,Anti07,3
D,California,Becerra,92,Anti07,3
D,California,Roybal-Allard,91.84,Anti07,3
D,California,Baca,73.47,Anti07,3
D,Colorado,DeLauro,94,Anti07,3
D,Florida,Brown.C,90,Anti07,3
D,Florida,Meek.K,88,Anti07,3
D,Florida,Wexler,94,Anti07,3
D,Illinois,Rush,77.08,Anti07,3
D,Illinois,Bean,82,Anti07,3
D,Illinois,Hare,85,Anti07,3
D,Indiana,Visclosky,82,Anti07,3
D,Indiana,Donnelly,85,Anti07,3
D,Indiana,Hill.B,85,Anti07,3
D,Iowa,Braley,85,Anti07,3
D,Kansas,Moore.D,84,Anti07,3
D,Maryland,Sarbanes,85,Anti07,3
D,Michigan,Conyers,90,Anti07,3
D,Minnesota,Walz,85,Anti07,3
D,Mississippi,Thompson.B,74,Anti07,3
D,Missouri,Cleaver,87.5,Anti07,3
D,New.York,Ackerman,91.84,Anti07,3
D,New.York,Velazquez,89.13,Anti07,3
D,New.York,Serrano,92,Anti07,3
D,New.York,Engel,92,Anti07,3
D,North.Carolina,Etheridge,84,Anti07,3
D,North.Dakota,Pomeroy,70,Anti07,3
D,Oregon,Hooley,92,Anti07,3
D,Pennsylvania,Brady.R,79.59,Anti07,3
D,South.Carolina,Spratt,88,Anti07,3
D,Texas,Green.A,70,Anti07,3
D,Texas,Gonzalez,73.47,Anti07,3
D,Minnesota,Peterson.C,46,Pro06,2
D,Texas,Edwards,42,Pro06,2
D,California,Napolitano,92,Anti05,2
D,Florida,Meek.K,88,Anti05,2
D,Hawaii,Case,93.33,Anti05,2
D,Illinois,Evans,89.47,Anti05,2
D,Michigan,Kildee,88,Anti05,2
D,Michigan,Levin.S,92,Anti05,2
D,Michigan,Kilpatrick,87.76,Anti05,2
D,Michigan,Conyers,90,Anti05,2
D,Michigan,Dingell,92,Anti05,2
D,Minnesota,Sabo,94,Anti05,2
D,Minnesota,Obserstar,79.17,Anti05,2
D,Missouri,Clay,83.67,Anti05,2
D,Missouri,Carnahan,92,Anti05,2
D,Missouri,Cleaver,87.5,Anti05,2
D,New.Jersey,Pascrell,96,Anti05,2
D,New.York,Owens,93.33,Anti05,2
D,New.York,Slaughter,93.88,Anti05,2
D,North.Carolina,Butterfield,78,Anti05,2
D,North.Carolina,Etheridge,84,Anti05,2
D,Ohio,Kaptur,88,Anti05,2
D,Ohio,Ryan.T,86,Anti05,2
D,South.Carolina,Spratt,88,Anti05,2
D,Texas,Johnson.E.B,82,Anti05,2
D,Virginia,Moran.James,92,Anti05,2
D,Washington,Larsen.R,84,Anti05,2
D,Illinois,Bean,82,Anti06,2
D,New.York,Meeks.G,82,Anti06,2
D,New.York,Towns,76.6,Anti06,2
D,Oregon,DeFazio,94,Anti06,2
D,Tennessee,Ford,74.07,Anti06,2
D,Washington,Larsen.R,84,Anti06,2
D,Washington,Baird,92,Anti06,2
D,Arizona,Pastor,92,Anti07,2
D,Arizona,Grijalva,94,Anti07,2
D,California,Thompson,92,Anti07,2
D,California,McNerney,90,Anti07,2
D,California,Eshoo,95.92,Anti07,2
D,California,Honda,95.92,Anti07,2
D,California,Farr,96,Anti07,2
D,California,Watson,96,Anti07,2
D,California,Harman,93.62,Anti07,2
D,California,Millender-McDonald,90.63,Anti07,2
D,California,Napolitano,92,Anti07,2
D,California,Sanchez.Loretta,95.92,Anti07,2
D,California,Filner,93.75,Anti07,2
D,Colorado,Perlmutter,90,Anti07,2
D,Colorado,Larson.J,92.68,Anti07,2
D,Florida,Wasserman.Schultz,94,Anti07,2
D,Florida,Hastings.A,93.75,Anti07,2
D,Hawaii,Hirono,90,Anti07,2
D,Illinois,Lipinski,88,Anti07,2
D,Illinois,Emanuel,91.3,Anti07,2
D,Iowa,Loebsack,90,Anti07,2
D,Maryland,Hoyer,90,Anti07,2
D,Massachusetts,Lynch,94,Anti07,2
D,Massachusetts,Delahunt,91.49,Anti07,2
D,Michigan,Levin.S,92,Anti07,2
D,Michigan,Dingell,92,Anti07,2
D,Missouri,Carnahan,92,Anti07,2
D,New.Hampshire,Shea-Porter,90,Anti07,2
D,New.Jersey,Rothman,95.92,Anti07,2
D,New.York,Meeks.G,82,Anti07,2
D,New.York,Weiner,93.88,Anti07,2
D,New.York,Towns,76.6,Anti07,2
D,New.York,Rangel,94,Anti07,2
D,New.York,Arcuri,90,Anti07,2
D,North.Carolina,Miller.B,92,Anti07,2
D,Pennsylvania,Fattah,93.88,Anti07,2
D,Pennsylvania,Murphy.P,90,Anti07,2
D,Rhode.Island,Kennedy.P,95.24,Anti07,2
D,Texas,Jackson-Lee.S,77.55,Anti07,2
D,Texas,Doggett,95.92,Anti07,2
D,Virginia,Scott.B,90,Anti07,2
D,Washington,Smith.A,96,Anti07,2
D,Wisconsin,Obey,96,Anti07,2
D,Wisconsin,Kagen,90,Anti07,2
D,Illinois,Evans,89.47,Pro06,1
D,Louisiana,Melancon,36,Pro06,1
D,Texas,Cuellar,40,Pro06,1
D,California,Millender-McDonald,90.63,Pro07,1
D,Arizona,Pastor,92,Anti05,1
D,Arizona,Grijalva,94,Anti05,1
D,California,Thompson,92,Anti05,1
D,California,Matsui,95.92,Anti05,1
D,California,Lee,95.92,Anti05,1
D,California,Tauscher,98,Anti05,1
D,California,Lantos,89.8,Anti05,1
D,California,Berman,92,Anti05,1
D,California,Schiff,96,Anti05,1
D,California,Becerra,92,Anti05,1
D,California,Solis,96,Anti05,1
D,California,Roybal-Allard,91.84,Anti05,1
D,California,Waters,98,Anti05,1
D,California,Harman,93.62,Anti05,1
D,California,Sanchez.Linda,96,Anti05,1
D,California,Filner,93.75,Anti05,1
D,Colorado,Larson.J,92.68,Anti05,1
D,Florida,Brown.C,90,Anti05,1
D,Florida,Davis.Jim,96.55,Anti05,1
D,Florida,Wasserman.Schultz,94,Anti05,1
D,Florida,Hastings.A,93.75,Anti05,1
D,Illinois,Jackson.J,94,Anti05,1
D,Illinois,Gutierrez,89.36,Anti05,1
D,Illinois,Emanuel,91.3,Anti05,1
D,Illinois,Schakowsky,97.96,Anti05,1
D,Indiana,Carson.J,85.71,Anti05,1
D,Maine,Allen.T.,98,Anti05,1
D,Massachusetts,Neal,95.92,Anti05,1
D,Massachusetts,Frank.B,90,Anti05,1
D,Massachusetts,Meehan,95.35,Anti05,1
D,Massachusetts,Capuano,96,Anti05,1
D,Massachusetts,Lynch,94,Anti05,1
D,Massachusetts,Delahunt,91.49,Anti05,1
D,New.York,Bishop.T,97.96,Anti05,1
D,New.York,Israel,96,Anti05,1
D,New.York,McCarthy,98,Anti05,1
D,New.York,Ackerman,91.84,Anti05,1
D,New.York,Nadler,96,Anti05,1
D,New.York,Weiner,93.88,Anti05,1
D,New.York,Velazquez,89.13,Anti05,1
D,New.York,Rangel,94,Anti05,1
D,New.York,Serrano,92,Anti05,1
D,New.York,Engel,92,Anti05,1
D,New.York,Lowey,96,Anti05,1
D,New.York,McNulty,96,Anti05,1
D,New.York,Hinchey,95.92,Anti05,1
D,New.York,Higgins,94,Anti05,1
D,North.Carolina,Price.D,94,Anti05,1
D,North.Carolina,Watt,94,Anti05,1
D,North.Carolina,Miller.B,92,Anti05,1
D,Pennsylvania,Fattah,93.88,Anti05,1
D,Pennsylvania,Schwartz.A,96,Anti05,1
D,Washington,Baird,92,Anti05,1
D,Washington,McDermott,96,Anti05,1
D,Arizona,Pastor,92,Anti06,1
D,California,Thompson,92,Anti06,1
D,California,Millender-McDonald,90.63,Anti06,1
D,Florida,Brown.C,90,Anti06,1
D,Florida,Meek.K,88,Anti06,1
D,Illinois,Jackson.J,94,Anti06,1
D,Illinois,Lipinski,88,Anti06,1
D,Illinois,Emanuel,91.3,Anti06,1
D,Illinois,Davis.D,89.8,Anti06,1
D,Indiana,Visclosky,82,Anti06,1
D,Kansas,Moore.D,84,Anti06,1
D,Kentucky,Chandler,92,Anti06,1
D,Maryland,Ruppersberger,82,Anti06,1
D,Maryland,Wynn,86,Anti06,1
D,Massachusetts,Delahunt,91.49,Anti06,1
D,Minnesota,Sabo,94,Anti06,1
D,Missouri,Clay,83.67,Anti06,1
D,Missouri,Cleaver,87.5,Anti06,1
D,New.York,Israel,96,Anti06,1
D,New.York,Crowley,96,Anti06,1
D,New.York,Velazquez,89.13,Anti06,1
D,New.York,Maloney,98,Anti06,1
D,New.York,Higgins,94,Anti06,1
D,North.Carolina,Price.D,94,Anti06,1
D,North.Carolina,Watt,94,Anti06,1
D,North.Carolina,Miller.B,92,Anti06,1
D,Ohio,Strickland,85.19,Anti06,1
D,Ohio,Tubbs.Jones.S,82,Anti06,1
D,Ohio,Ryan.T,86,Anti06,1
D,Oregon,Blumenauer,98,Anti06,1
D,Oregon,Hooley,92,Anti06,1
D,South.Carolina,Spratt,88,Anti06,1
D,Virginia,Moran.James,92,Anti06,1
D,Virginia,Boucher,70.21,Anti06,1
D,Washington,Dicks,89.58,Anti06,1
D,West.Virginia,Rahall,82,Anti06,1
D,Wisconsin,Kind,96,Anti06,1
D,Arizona,Giffords,95,Anti07,1
D,California,Matsui,95.92,Anti07,1
D,California,Woolsey,98,Anti07,1
D,California,Miller,98,Anti07,1
D,California,Lee,95.92,Anti07,1
D,California,Capps,97.96,Anti07,1
D,California,Sherman,98,Anti07,1
D,California,Schiff,96,Anti07,1
D,California,Waxman,98,Anti07,1
D,California,Solis,96,Anti07,1
D,California,Sanchez.Linda,96,Anti07,1
D,California,Davis,97.96,Anti07,1
D,Colorado,DeGette,98,Anti07,1
D,Colorado,Udall.M,98,Anti07,1
D,Colorado,Courtney,95,Anti07,1
D,Florida,Castor,95,Anti07,1
D,Georgia,Johnson.H,95,Anti07,1
D,Georgia,Lewis.John,97.96,Anti07,1
D,Illinois,Jackson.J,94,Anti07,1
D,Illinois,Davis.D,89.8,Anti07,1
D,Maryland,Cummings,92,Anti07,1
D,Maryland,VanHollen,98,Anti07,1
D,Massachusetts,Neal,95.92,Anti07,1
D,Massachusetts,Meehan,95.35,Anti07,1
D,Massachusetts,Markey,98,Anti07,1
D,Massachusetts,Capuano,96,Anti07,1
D,Minnesota,McCollum,98,Anti07,1
D,New.York,Crowley,96,Anti07,1
D,New.York,Nadler,96,Anti07,1
D,New.York,Lowey,96,Anti07,1
D,New.York,Hall.J,95,Anti07,1
D,New.York,Gillibrand,95,Anti07,1
D,New.York,McNulty,96,Anti07,1
D,New.York,Hinchey,95.92,Anti07,1
D,New.York,Higgins,94,Anti07,1
D,New.York,Slaughter,93.88,Anti07,1
D,North.Carolina,Price.D,94,Anti07,1
D,North.Carolina,Watt,94,Anti07,1
D,Oregon,DeFazio,94,Anti07,1
D,Pennsylvania,Schwartz.A,96,Anti07,1
D,Rhode.Island,Langevin,98,Anti07,1
D,Vermont,Welch,95,Anti07,1
D,Virginia,Moran.James,92,Anti07,1
D,Washington,Insleee,98,Anti07,1
D,Washington,Baird,92,Anti07,1
D,Washington,Dicks,89.58,Anti07,1
D,Washington,McDermott,96,Anti07,1
D,Wisconsin,Kind,96,Anti07,1
D,Wisconsin,Moore.G,98,Anti07,1
D,Oklahoma,Boren,16.33,Pro06,0
D,California,Woolsey,98,Anti05,0
D,California,Miller,98,Anti05,0
D,California,Pelosi,100,Anti05,0
D,California,Stark,100,Anti05,0
D,California,Eshoo,95.92,Anti05,0
D,California,Honda,95.92,Anti05,0
D,California,Lofgren,100,Anti05,0
D,California,Farr,96,Anti05,0
D,California,Capps,97.96,Anti05,0
D,California,Sherman,98,Anti05,0
D,California,Waxman,98,Anti05,0
D,California,Watson,96,Anti05,0
D,California,Millender-McDonald,90.63,Anti05,0
D,California,Sanchez.Loretta,95.92,Anti05,0
D,California,Davis,97.96,Anti05,0
D,Colorado,DeGette,98,Anti05,0
D,Colorado,Udall.M,98,Anti05,0
D,Colorado,DeLauro,94,Anti05,0
D,Florida,Wexler,94,Anti05,0
D,Georgia,McKinney,100,Anti05,0
D,Georgia,Lewis.John,97.96,Anti05,0
D,Maine,Michaud,94,Anti05,0
D,Maryland,Cardin,100,Anti05,0
D,Maryland,VanHollen,98,Anti05,0
D,Massachusetts,Olver,100,Anti05,0
D,Massachusetts,McGovern,100,Anti05,0
D,Massachusetts,Tierney,100,Anti05,0
D,Massachusetts,Markey,98,Anti05,0
D,Minnesota,McCollum,98,Anti05,0
D,Nevada,Berkley,90,Anti05,0
D,New.Jersey,Andrews,100,Anti05,0
D,New.Jersey,Pallone,100,Anti05,0
D,New.Jersey,Rothman,95.92,Anti05,0
D,New.Jersey,Payne,89.13,Anti05,0
D,New.Jersey,Holt,100,Anti05,0
D,New.Jersey,Menendez,100,Anti05,0
D,New.Mexico,Udall.T,100,Anti05,0
D,New.York,Crowley,96,Anti05,0
D,New.York,Maloney,98,Anti05,0
D,Ohio,Kucinich,92,Anti05,0
D,Ohio,Brown.S,100,Anti05,0
D,Oregon,Wu,100,Anti05,0
D,Oregon,Blumenauer,98,Anti05,0
D,Oregon,DeFazio,94,Anti05,0
D,Oregon,Hooley,92,Anti05,0
D,Rhode.Island,Kennedy.P,95.24,Anti05,0
D,Rhode.Island,Langevin,98,Anti05,0
D,Texas,Doggett,95.92,Anti05,0
D,Washington,Insleee,98,Anti05,0
D,Washington,Smith.A,96,Anti05,0
D,Wisconsin,Baldwin,100,Anti05,0
D,Wisconsin,Kind,96,Anti05,0
D,Wisconsin,Moore.G,98,Anti05,0
D,Wisconsin,Obey,96,Anti05,0
D,Arizona,Grijalva,94,Anti06,0
D,Arkansas,Snyder,85.71,Anti06,0
D,California,Matsui,95.92,Anti06,0
D,California,Woolsey,98,Anti06,0
D,California,Miller,98,Anti06,0
D,California,Pelosi,100,Anti06,0
D,California,Lee,95.92,Anti06,0
D,California,Tauscher,98,Anti06,0
D,California,Lantos,89.8,Anti06,0
D,California,Stark,100,Anti06,0
D,California,Eshoo,95.92,Anti06,0
D,California,Honda,95.92,Anti06,0
D,California,Lofgren,100,Anti06,0
D,California,Farr,96,Anti06,0
D,California,Capps,97.96,Anti06,0
D,California,Sherman,98,Anti06,0
D,California,Berman,92,Anti06,0
D,California,Schiff,96,Anti06,0
D,California,Waxman,98,Anti06,0
D,California,Becerra,92,Anti06,0
D,California,Solis,96,Anti06,0
D,California,Watson,96,Anti06,0
D,California,Roybal-Allard,91.84,Anti06,0
D,California,Waters,98,Anti06,0
D,California,Harman,93.62,Anti06,0
D,California,Napolitano,92,Anti06,0
D,California,Sanchez.Linda,96,Anti06,0
D,California,Sanchez.Loretta,95.92,Anti06,0
D,California,Filner,93.75,Anti06,0
D,California,Davis,97.96,Anti06,0
D,Colorado,DeGette,98,Anti06,0
D,Colorado,Udall.M,98,Anti06,0
D,Colorado,Larson.J,92.68,Anti06,0
D,Colorado,DeLauro,94,Anti06,0
D,Florida,Davis.Jim,96.55,Anti06,0
D,Florida,Wexler,94,Anti06,0
D,Florida,Wasserman.Schultz,94,Anti06,0
D,Florida,Hastings.A,93.75,Anti06,0
D,Georgia,McKinney,100,Anti06,0
D,Georgia,Lewis.John,97.96,Anti06,0
D,Hawaii,Case,93.33,Anti06,0
D,Illinois,Gutierrez,89.36,Anti06,0
D,Illinois,Schakowsky,97.96,Anti06,0
D,Illinois,Evans,89.47,Anti06,0
D,Indiana,Carson.J,85.71,Anti06,0
D,Maine,Allen.T.,98,Anti06,0
D,Maryland,Cardin,100,Anti06,0
D,Maryland,Hoyer,90,Anti06,0
D,Maryland,Cummings,92,Anti06,0
D,Maryland,VanHollen,98,Anti06,0
D,Massachusetts,Olver,100,Anti06,0
D,Massachusetts,Neal,95.92,Anti06,0
D,Massachusetts,McGovern,100,Anti06,0
D,Massachusetts,Frank.B,90,Anti06,0
D,Massachusetts,Meehan,95.35,Anti06,0
D,Massachusetts,Tierney,100,Anti06,0
D,Massachusetts,Markey,98,Anti06,0
D,Massachusetts,Capuano,96,Anti06,0
D,Massachusetts,Lynch,94,Anti06,0
D,Michigan,Stupak,78.57,Anti06,0
D,Michigan,Kildee,88,Anti06,0
D,Michigan,Levin.S,92,Anti06,0
D,Michigan,Kilpatrick,87.76,Anti06,0
D,Michigan,Conyers,90,Anti06,0
D,Michigan,Dingell,92,Anti06,0
D,Minnesota,McCollum,98,Anti06,0
D,Missouri,Carnahan,92,Anti06,0
D,Nevada,Berkley,90,Anti06,0
D,New.Jersey,Andrews,100,Anti06,0
D,New.Jersey,Pallone,100,Anti06,0
D,New.Jersey,Pascrell,96,Anti06,0
D,New.Jersey,Rothman,95.92,Anti06,0
D,New.Jersey,Payne,89.13,Anti06,0
D,New.Jersey,Holt,100,Anti06,0
D,New.Mexico,Udall.T,100,Anti06,0
D,New.York,Bishop.T,97.96,Anti06,0
D,New.York,McCarthy,98,Anti06,0
D,New.York,Ackerman,91.84,Anti06,0
D,New.York,Nadler,96,Anti06,0
D,New.York,Weiner,93.88,Anti06,0
D,New.York,Owens,93.33,Anti06,0
D,New.York,Rangel,94,Anti06,0
D,New.York,Serrano,92,Anti06,0
D,New.York,Engel,92,Anti06,0
D,New.York,Lowey,96,Anti06,0
D,New.York,McNulty,96,Anti06,0
D,New.York,Hinchey,95.92,Anti06,0
D,New.York,Slaughter,93.88,Anti06,0
D,Ohio,Kaptur,88,Anti06,0
D,Ohio,Kucinich,92,Anti06,0
D,Ohio,Brown.S,100,Anti06,0
D,Oregon,Wu,100,Anti06,0
D,Pennsylvania,Fattah,93.88,Anti06,0
D,Pennsylvania,Schwartz.A,96,Anti06,0
D,Rhode.Island,Kennedy.P,95.24,Anti06,0
D,Rhode.Island,Langevin,98,Anti06,0
D,South.Carolina,Clyburn,85.71,Anti06,0
D,Tennessee,Cooper,80,Anti06,0
D,Texas,Doggett,95.92,Anti06,0
D,Virginia,Scott.B,90,Anti06,0
D,Washington,Insleee,98,Anti06,0
D,Washington,McDermott,96,Anti06,0
D,Washington,Smith.A,96,Anti06,0
D,Wisconsin,Baldwin,100,Anti06,0
D,Wisconsin,Moore.G,98,Anti06,0
D,Wisconsin,Obey,96,Anti06,0
D,Arizona,Mitchell,100,Anti07,0
D,California,Tauscher,98,Anti07,0
D,California,Stark,100,Anti07,0
D,California,Lofgren,100,Anti07,0
D,California,Waters,98,Anti07,0
D,California,Richardson,100,Anti07,0
D,Colorado,Murphy.Chris,100,Anti07,0
D,Illinois,Schakowsky,97.96,Anti07,0
D,Kentucky,Yarmuth,100,Anti07,0
D,Kentucky,Chandler,92,Anti07,0
D,Maine,Allen.T.,98,Anti07,0
D,Maine,Michaud,94,Anti07,0
D,Maryland,Wynn,86,Anti07,0
D,Massachusetts,Olver,100,Anti07,0
D,Massachusetts,McGovern,100,Anti07,0
D,Massachusetts,Tsongas,100,Anti07,0
D,Massachusetts,Tierney,100,Anti07,0
D,Minnesota,Sabo,94,Anti07,0
D,New.Hampshire,Hodes,100,Anti07,0
D,New.Jersey,Andrews,100,Anti07,0
D,New.Jersey,Pallone,100,Anti07,0
D,New.Jersey,Pascrell,96,Anti07,0
D,New.Jersey,Holt,100,Anti07,0
D,New.Mexico,Udall.T,100,Anti07,0
D,New.York,Bishop.T,97.96,Anti07,0
D,New.York,Israel,96,Anti07,0
D,New.York,McCarthy,98,Anti07,0
D,New.York,Maloney,98,Anti07,0
D,Oregon,Wu,100,Anti07,0
D,Oregon,Blumenauer,98,Anti07,0
D,Pennsylvania,Sestak,100,Anti07,0
D,Wisconsin,Baldwin,100,Anti07,0
